Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Product_ID,Product_Name,Category,Quantity_Sold,Unit_Price,Sales,Cost,Profit,Inventory_Level,Reorder_Point,Supplier,Discount
1856,2024-09-11,C925,Mark Ward,South,Karnataka,P005,Printer,Electronics,7,19485,136395,99589.35,36805.65,320,49,HP,0
1857,2024-09-12,C851,Steven Martinez,North,Delhi,P008,Router,Networking,6,35231,211386,158195.0,53191.0,198,60,TP-Link,10
1858,2024-07-21,C396,Heather Frey DDS,West,Gujarat,P004,Monitor,Electronics,2,10241,20482,17491.87,2990.13,26,64,Samsung,0
1859,2024-04-15,C597,David Carrillo,South,Karnataka,P006,Headphones,Accessories,1,31700,31700,27282.73,4417.27,472,26,Sony,0
1860,2024-07-18,C587,Billy Woods,South,Karnataka,P001,Laptop,Electronics,8,8433,67464,57491.07,9972.93,499,88,Dell,5
1861,2024-11-05,C793,Shelia Kelly,North,Delhi,P007,Tablet,Electronics,7,50244,351708,262750.77,88957.23,301,64,Lenovo,10
1862,2024-12-25,C749,Crystal Miller,East,West Bengal,P001,Laptop,Electronics,7,46231,323617,287827.97,35789.03,323,12,Dell,20
1863,2024-11-21,C739,Rebekah Greene,South,Karnataka,P002,Keyboard,Accessories,1,53478,53478,33817.27,19660.73,249,63,Logitech,10
1864,2024-08-29,C252,Veronica Martinez PhD,East,West Bengal,P001,Laptop,Electronics,1,55917,55917,34097.75,21819.25,322,17,Dell,20
1865,2024-06-09,C709,Cindy Escobar,West,Gujarat,P008,Router,Networking,1,11509,11509,8130.27,3378.73,305,41,TP-Link,10
1866,2024-05-24,C305,Jared Porter,West,Gujarat,P008,Router,Networking,3,25929,77787,60457.17,17329.83,351,23,TP-Link,0
1867,2024-08-05,C540,Cassandra Acevedo,North,Delhi,P005,Printer,Electronics,3,52754,158262,95145.84,63116.16,297,51,HP,0
1868,2024-09-27,C585,Scott Cohen,North,Delhi,P002,Keyboard,Accessories,3,30708,92124,79307.0,12817.0,196,60,Logitech,10
1869,2024-09-18,C516,James Butler,East,West Bengal,P002,Keyboard,Accessories,7,4815,33705,24262.57,9442.43,199,14,Logitech,15
1870,2024-04-13,C792,Michele Watts,East,West Bengal,P005,Printer,Electronics,3,43996,131988,99252.63,32735.37,312,63,HP,5
1871,2024-07-23,C496,David Lee,East,West Bengal,P001,Laptop,Electronics,9,13201,118809,80312.18,38496.82,186,40,Dell,10
1872,2024-01-28,C544,Ronald Martinez,West,Gujarat,P003,Mouse,Accessories,6,48317,289902,250848.19,39053.81,339,74,Logitech,5
1873,2024-03-07,C774,Richard Peck,South,Karnataka,P007,Tablet,Electronics,6,35883,215298,175753.85,39544.15,127,69,Lenovo,10
1874,2024-12-01,C615,Mr. Samuel Rodriguez,South,Karnataka,P007,Tablet,Electronics,8,24165,193320,168892.09,24427.91,73,14,Lenovo,20
1875,2024-11-12,C181,Hailey Cooke,West,Gujarat,P001,Laptop,Electronics,9,37701,339309,252039.72,87269.28,13,14,Dell,5
1876,2024-02-20,C458,Marc Hunt,West,Gujarat,P007,Tablet,Electronics,3,44914,134742,113602.14,21139.86,408,85,Lenovo,0
1877,2024-12-06,C689,Robert Hinton,South,Karnataka,P010,Webcam,Accessories,3,50004,150012,113821.08,36190.92,270,94,Logitech,0
1878,2024-07-02,C358,Scott Moore,East,West Bengal,P006,Headphones,Accessories,2,6264,12528,7882.39,4645.61,164,68,Sony,20
1879,2024-05-01,C681,Daniel Castro,North,Delhi,P004,Monitor,Electronics,8,5127,41016,28218.33,12797.67,472,58,Samsung,0
1880,2024-05-01,C723,Eric Solomon,North,Delhi,P009,SSD,Storage,6,2207,13242,10180.94,3061.06,186,65,Kingston,10
1881,2024-07-05,C165,Mr. Willie Ford MD,West,Gujarat,P009,SSD,Storage,4,26314,105256,73058.15,32197.85,167,73,Kingston,15
1882,2024-07-06,C159,Evelyn Graham,South,Karnataka,P001,Laptop,Electronics,1,11158,11158,8364.08,2793.92,184,59,Dell,20
1883,2024-08-20,C331,Joseph Snyder PhD,South,Karnataka,P010,Webcam,Accessories,1,10148,10148,7095.8,3052.2,400,11,Logitech,5
1884,2024-08-13,C330,Stephen Edwards,West,Gujarat,P003,Mouse,Accessories,7,54998,384986,290962.53,94023.47,353,19,Logitech,15
1885,2024-03-12,C846,Daniel Moore,East,West Bengal,P005,Printer,Electronics,1,3626,3626,3252.12,373.88,49,26,HP,5
1886,2024-08-23,C457,Sarah Ward,East,West Bengal,P008,Router,Networking,3,29387,88161,55354.84,32806.16,376,52,TP-Link,20
1887,2024-05-26,C748,Robert Gilmore,North,Delhi,P009,SSD,Storage,10,19271,192710,171443.27,21266.73,156,74,Kingston,5
1888,2024-11-04,C952,Loretta Snyder,South,Karnataka,P001,Laptop,Electronics,2,43836,87672,72995.18,14676.82,92,36,Dell,10
1889,2024-04-01,C686,Larry Jones,East,West Bengal,P009,SSD,Storage,3,19492,58476,50168.28,8307.72,436,42,Kingston,15
1890,2024-08-25,C699,Mary Duffy,East,West Bengal,P005,Printer,Electronics,10,44842,448420,317654.81,130765.19,39,44,HP,15
1891,2024-09-23,C999,Jimmy Hall,South,Karnataka,P004,Monitor,Electronics,10,40076,400760,326945.4,73814.6,116,41,Samsung,10
1892,2024-07-16,C675,Rebecca Donovan,North,Delhi,P006,Headphones,Accessories,10,4122,41220,36168.43,5051.57,389,42,Sony,10
1893,2024-08-18,C401,Robert Dunn,North,Delhi,P003,Mouse,Accessories,3,15314,45942,28073.96,17868.04,245,75,Logitech,15
1894,2024-03-04,C625,Nicole Todd,East,West Bengal,P009,SSD,Storage,2,56597,113194,98020.91,15173.09,52,59,Kingston,5
1895,2024-12-08,C901,Jeremy Washington,West,Gujarat,P010,Webcam,Accessories,9,48103,432927,262648.25,170278.75,438,31,Logitech,0
1896,2024-09-28,C683,Kevin Williams,South,Karnataka,P010,Webcam,Accessories,6,26306,157836,133681.09,24154.91,139,64,Logitech,20
1897,2024-03-21,C379,Angela Patel,South,Karnataka,P007,Tablet,Electronics,7,49084,343588,308934.28,34653.72,245,100,Lenovo,0
1898,2024-03-15,C478,Chelsey Heath,North,Delhi,P008,Router,Networking,9,20722,186498,148518.48,37979.52,225,95,TP-Link,10
1899,2024-11-01,C308,Jennifer Richardson,South,Karnataka,P001,Laptop,Electronics,1,28261,28261,17526.77,10734.23,325,50,Dell,5
1900,2024-07-01,C768,Vanessa Zimmerman,East,West Bengal,P007,Tablet,Electronics,6,35318,211908,174026.77,37881.23,175,25,Lenovo,15
1901,2024-12-21,C648,Lisa Hickman,North,Delhi,P006,Headphones,Accessories,6,20439,122634,83591.33,39042.67,360,98,Sony,0
1902,2024-10-02,C261,Jo Norris,South,Karnataka,P009,SSD,Storage,9,53563,482067,391501.0,90566.0,441,77,Kingston,0
1903,2024-06-12,C741,Samuel Olson,South,Karnataka,P002,Keyboard,Accessories,4,15421,61684,50489.54,11194.46,419,37,Logitech,15
1904,2024-02-13,C530,Michael Castaneda,South,Karnataka,P004,Monitor,Electronics,6,7846,47076,31353.2,15722.8,74,16,Samsung,0
1905,2024-06-15,C263,Christina Davis,South,Karnataka,P005,Printer,Electronics,8,39380,315040,208742.02,106297.98,468,41,HP,5
1906,2024-09-20,C377,Tyler Munoz,West,Gujarat,P001,Laptop,Electronics,7,24370,170590,141020.59,29569.41,450,91,Dell,15
1907,2024-04-21,C502,Michael Rodriguez,South,Karnataka,P009,SSD,Storage,6,59637,357822,226057.47,131764.53,261,80,Kingston,15
1908,2024-04-10,C286,Philip Sweeney,West,Gujarat,P009,SSD,Storage,1,36308,36308,22703.65,13604.35,191,82,Kingston,0
1909,2024-12-06,C799,Veronica Austin,West,Gujarat,P005,Printer,Electronics,7,20641,144487,124066.42,20420.58,190,27,HP,15
1910,2024-04-09,C804,Derek Nguyen,West,Gujarat,P001,Laptop,Electronics,6,45046,270276,172712.25,97563.75,324,12,Dell,0
1911,2024-10-09,C195,David Blair,West,Gujarat,P009,SSD,Storage,8,24754,198032,124963.62,73068.38,88,65,Kingston,15
1912,2024-01-15,C280,Jessica Parks,West,Gujarat,P002,Keyboard,Accessories,3,48681,146043,97510.45,48532.55,226,53,Logitech,5
1913,2024-03-29,C453,William Cobb,East,West Bengal,P007,Tablet,Electronics,9,17019,153171,100616.2,52554.8,466,69,Lenovo,20
1914,2024-03-30,C961,Angela Bryant,East,West Bengal,P003,Mouse,Accessories,2,34126,68252,49023.78,19228.22,351,97,Logitech,20
1915,2024-06-23,C893,Denise Reynolds,South,Karnataka,P007,Tablet,Electronics,10,41099,410990,362271.95,48718.05,287,57,Lenovo,15
1916,2024-06-29,C371,Kathy Lee,East,West Bengal,P008,Router,Networking,6,46914,281484,181416.89,100067.11,500,41,TP-Link,20
1917,2024-02-19,C855,Justin Lyons,South,Karnataka,P004,Monitor,Electronics,7,17851,124957,98383.95,26573.05,109,34,Samsung,10
1918,2024-07-15,C134,Katherine Kennedy,East,West Bengal,P006,Headphones,Accessories,7,26639,186473,139640.06,46832.94,448,87,Sony,5
1919,2024-02-02,C725,Jeffrey Sanchez,East,West Bengal,P009,SSD,Storage,3,49305,147915,124982.65,22932.35,197,82,Kingston,15
1920,2024-12-25,C900,Eric Walker,North,Delhi,P003,Mouse,Accessories,5,13705,68525,59919.93,8605.07,250,55,Logitech,10
1921,2024-11-30,C599,Jesus Daniels,South,Karnataka,P008,Router,Networking,2,38651,77302,54239.79,23062.21,157,57,TP-Link,20
1922,2024-10-24,C437,Stanley Greene,East,West Bengal,P007,Tablet,Electronics,3,54867,164601,105201.52,59399.48,25,26,Lenovo,5
1923,2024-10-23,C293,Jasmine Thompson,South,Karnataka,P009,SSD,Storage,3,6835,20505,15780.88,4724.12,490,88,Kingston,10
1924,2024-03-23,C229,Willie Lewis,West,Gujarat,P004,Monitor,Electronics,6,13164,78984,54294.14,24689.86,103,22,Samsung,20
1925,2024-11-11,C757,Sarah Vazquez,North,Delhi,P003,Mouse,Accessories,8,39789,318312,252313.57,65998.43,257,84,Logitech,20
1926,2024-03-23,C241,Joshua Kelly,East,West Bengal,P001,Laptop,Electronics,3,12409,37227,33255.79,3971.21,68,34,Dell,10
1927,2024-06-29,C242,Craig Weaver,North,Delhi,P010,Webcam,Accessories,5,21039,105195,65865.39,39329.61,424,31,Logitech,0
1928,2024-10-09,C300,Douglas James,East,West Bengal,P006,Headphones,Accessories,1,28076,28076,19758.27,8317.73,64,51,Sony,5
1929,2024-05-01,C822,Michael Bryan,East,West Bengal,P006,Headphones,Accessories,3,59580,178740,118362.64,60377.36,181,57,Sony,20
1930,2024-08-02,C893,Nicholas Lawrence,East,West Bengal,P009,SSD,Storage,3,48529,145587,94496.11,51090.89,203,43,Kingston,0
1931,2024-06-07,C624,Nicholas Wagner,West,Gujarat,P007,Tablet,Electronics,8,7979,63832,50613.53,13218.47,282,95,Lenovo,15
1932,2024-03-26,C269,Paul Griffin,West,Gujarat,P007,Tablet,Electronics,1,6612,6612,5679.26,932.74,250,52,Lenovo,20
1933,2024-01-24,C825,Charles Moore,South,Karnataka,P005,Printer,Electronics,6,57148,342888,226362.28,116525.72,372,98,HP,15
1934,2024-04-04,C650,Daniel Alexander,South,Karnataka,P010,Webcam,Accessories,5,56470,282350,247063.64,35286.36,424,56,Logitech,10
1935,2024-08-11,C679,Andrew Brennan,North,Delhi,P010,Webcam,Accessories,2,55101,110202,73426.29,36775.71,386,91,Logitech,15
1936,2024-10-30,C212,Anthony Harris,West,Gujarat,P003,Mouse,Accessories,10,28121,281210,178678.3,102531.7,251,11,Logitech,0
1937,2024-07-27,C415,Joanna Villanueva,East,West Bengal,P006,Headphones,Accessories,3,3664,10992,9694.35,1297.65,291,99,Sony,5
1938,2024-10-07,C967,Ellen Jacobs,South,Karnataka,P006,Headphones,Accessories,8,30929,247432,211293.4,36138.6,228,18,Sony,0
1939,2024-01-21,C435,James Bailey,North,Delhi,P005,Printer,Electronics,7,10874,76118,62718.44,13399.56,424,70,HP,10
1940,2024-04-21,C100,Jeremy Bruce,East,West Bengal,P010,Webcam,Accessories,1,29093,29093,20206.86,8886.14,479,28,Logitech,20
1941,2024-06-28,C963,Catherine Soto,North,Delhi,P002,Keyboard,Accessories,9,34832,313488,270767.66,42720.34,270,24,Logitech,10
1942,2024-10-04,C792,Sarah Wilson,North,Delhi,P004,Monitor,Electronics,6,24881,149286,116603.36,32682.64,452,30,Samsung,5
1943,2024-04-05,C637,Joshua Gibson,North,Delhi,P004,Monitor,Electronics,7,59260,414820,366258.56,48561.44,280,56,Samsung,5
1944,2024-03-31,C788,Jennifer Allen,South,Karnataka,P001,Laptop,Electronics,8,25455,203640,128979.73,74660.27,49,90,Dell,15
1945,2024-05-02,C523,Kevin Savage,East,West Bengal,P001,Laptop,Electronics,9,44284,398556,341673.26,56882.74,446,52,Dell,15
1946,2024-02-29,C446,Elizabeth Williams,South,Karnataka,P008,Router,Networking,9,11664,104976,91489.4,13486.6,226,19,TP-Link,5
1947,2024-08-16,C172,Marcus Page Jr.,West,Gujarat,P002,Keyboard,Accessories,8,15077,120616,102094.89,18521.11,306,34,Logitech,5
1948,2024-09-26,C278,Suzanne Montgomery,South,Karnataka,P002,Keyboard,Accessories,10,26950,269500,206819.6,62680.4,498,12,Logitech,0
1949,2024-12-08,C164,Dr. Anthony Ayala,North,Delhi,P004,Monitor,Electronics,7,14317,100219,76828.93,23390.07,500,15,Samsung,0
1950,2024-08-30,C161,Cassandra Hancock,West,Gujarat,P003,Mouse,Accessories,1,42292,42292,31845.54,10446.46,448,33,Logitech,0
1951,2024-08-24,C457,Jason Rose,East,West Bengal,P005,Printer,Electronics,6,2544,15264,10662.33,4601.67,471,48,HP,0
1952,2024-04-02,C648,Diane Green MD,South,Karnataka,P005,Printer,Electronics,1,1602,1602,1434.17,167.83,107,51,HP,15
1953,2024-06-03,C799,Krystal Ballard,East,West Bengal,P004,Monitor,Electronics,4,14864,59456,37702.56,21753.44,105,78,Samsung,20
1954,2024-05-31,C713,Parker Silva,North,Delhi,P004,Monitor,Electronics,4,42794,171176,140980.45,30195.55,109,18,Samsung,5
1955,2024-03-13,C224,Zachary Robinson,North,Delhi,P010,Webcam,Accessories,4,1000,4000,3079.24,920.76,303,90,Logitech,10
1956,2024-02-16,C632,Ryan Mitchell,West,Gujarat,P006,Headphones,Accessories,5,22859,114295,101105.85,13189.15,152,53,Sony,20
1957,2024-05-19,C212,Jesse Reese,West,Gujarat,P010,Webcam,Accessories,6,43914,263484,220877.96,42606.04,29,33,Logitech,5
1958,2024-10-11,C817,Frank Potts,West,Gujarat,P008,Router,Networking,7,44086,308602,203985.13,104616.87,101,55,TP-Link,10
1959,2024-01-26,C126,Rachel Bauer,East,West Bengal,P005,Printer,Electronics,6,41920,251520,188953.65,62566.35,126,21,HP,5
1960,2024-03-08,C668,Kathryn Watts,East,West Bengal,P001,Laptop,Electronics,4,38181,152724,98366.86,54357.14,297,83,Dell,10
1961,2024-06-17,C706,Lisa Franco,South,Karnataka,P006,Headphones,Accessories,1,19726,19726,12557.46,7168.54,334,37,Sony,20
1962,2024-11-16,C683,Monica Beck,South,Karnataka,P003,Mouse,Accessories,4,26807,107228,67468.06,39759.94,185,11,Logitech,15
1963,2024-09-26,C814,Amy Davidson,East,West Bengal,P007,Tablet,Electronics,6,2942,17652,13829.73,3822.27,383,45,Lenovo,15
1964,2024-01-12,C784,Mason Bradley,South,Karnataka,P002,Keyboard,Accessories,8,19668,157344,104198.18,53145.82,480,91,Logitech,15
1965,2024-06-17,C752,Patricia Simmons,South,Karnataka,P009,SSD,Storage,4,56221,224884,157853.26,67030.74,373,78,Kingston,0
1966,2024-01-11,C322,Isaac Bell,West,Gujarat,P005,Printer,Electronics,2,4286,8572,7594.43,977.57,103,15,HP,10
1967,2024-08-03,C816,Kristen Hendrix,West,Gujarat,P004,Monitor,Electronics,8,6984,55872,50161.13,5710.87,480,71,Samsung,15
1968,2024-11-14,C953,Gabriel Barnes,West,Gujarat,P007,Tablet,Electronics,7,41902,293314,201165.68,92148.32,147,79,Lenovo,15
1969,2024-11-21,C183,Joshua Russo,West,Gujarat,P002,Keyboard,Accessories,2,23477,46954,34427.02,12526.98,43,95,Logitech,15
1970,2024-03-27,C214,Kristen Moran,East,West Bengal,P007,Tablet,Electronics,2,49274,98548,64924.51,33623.49,382,64,Lenovo,5
1971,2024-10-21,C745,Alicia Cobb,West,Gujarat,P009,SSD,Storage,8,53673,429384,289220.4,140163.6,240,17,Kingston,20
1972,2024-09-21,C723,Daniel Howard,South,Karnataka,P002,Keyboard,Accessories,1,46201,46201,29565.77,16635.23,384,29,Logitech,20
1973,2024-12-17,C449,David Valencia,West,Gujarat,P001,Laptop,Electronics,4,24130,96520,61044.23,35475.77,364,87,Dell,10
1974,2024-10-18,C289,Patricia Tucker,East,West Bengal,P010,Webcam,Accessories,9,16513,148617,108633.67,39983.33,295,82,Logitech,0
1975,2024-10-10,C380,Tiffany Myers,South,Karnataka,P007,Tablet,Electronics,10,51845,518450,414706.12,103743.88,447,10,Lenovo,0
1976,2024-03-10,C922,Sean Johnson,South,Karnataka,P009,SSD,Storage,2,49366,98732,67526.68,31205.32,297,40,Kingston,0
1977,2024-01-05,C503,Catherine Anderson,East,West Bengal,P009,SSD,Storage,6,40967,245802,160827.16,84974.84,391,52,Kingston,5
1978,2024-11-16,C798,Thomas Thompson,West,Gujarat,P008,Router,Networking,6,21162,126972,100078.17,26893.83,357,36,TP-Link,0
1979,2024-09-24,C675,Olivia Delgado,South,Karnataka,P005,Printer,Electronics,8,4674,37392,26923.55,10468.45,329,43,HP,15
1980,2024-06-21,C450,Trevor Strickland,East,West Bengal,P007,Tablet,Electronics,4,23291,93164,75529.78,17634.22,286,26,Lenovo,20
1981,2024-04-11,C331,Deborah Shields,North,Delhi,P003,Mouse,Accessories,9,47172,424548,328944.9,95603.1,21,53,Logitech,15
1982,2024-12-07,C287,Linda Mayer,East,West Bengal,P005,Printer,Electronics,3,11503,34509,27041.09,7467.91,54,63,HP,10
1983,2024-07-17,C577,Steven Garcia,South,Karnataka,P001,Laptop,Electronics,6,51537,309222,263707.58,45514.42,190,54,Dell,20
1984,2024-04-22,C910,Jonathan Jones,West,Gujarat,P007,Tablet,Electronics,6,15032,90192,55502.49,34689.51,310,43,Lenovo,0
1985,2024-05-16,C892,Michele Rose,East,West Bengal,P007,Tablet,Electronics,6,33097,198582,140475.61,58106.39,133,85,Lenovo,20
1986,2024-10-09,C695,Steven Rice,East,West Bengal,P007,Tablet,Electronics,7,33147,232029,204206.74,27822.26,193,81,Lenovo,20
1987,2024-02-21,C465,Shawn Murphy,South,Karnataka,P002,Keyboard,Accessories,3,46141,138423,112765.78,25657.22,48,36,Logitech,0
1988,2024-11-06,C718,Brittany Stevenson,West,Gujarat,P003,Mouse,Accessories,5,57967,289835,175772.09,114062.91,242,20,Logitech,20
1989,2024-11-25,C978,Diane Nguyen,South,Karnataka,P004,Monitor,Electronics,5,56439,282195,244210.9,37984.1,145,47,Samsung,10
1990,2024-09-04,C909,Lori Case,South,Karnataka,P008,Router,Networking,5,34382,171910,140162.88,31747.12,484,55,TP-Link,20
1991,2024-10-22,C852,Mario Price,West,Gujarat,P001,Laptop,Electronics,1,5511,5511,4073.53,1437.47,205,84,Dell,15
1992,2024-09-10,C857,Jason West,South,Karnataka,P010,Webcam,Accessories,8,22733,181864,132736.46,49127.54,312,73,Logitech,15
1993,2024-04-09,C829,Ashley Martinez,West,Gujarat,P001,Laptop,Electronics,1,25131,25131,21087.94,4043.06,288,85,Dell,5
1994,2024-03-05,C575,Jill Miller,West,Gujarat,P008,Router,Networking,10,57350,573500,515166.01,58333.99,189,18,TP-Link,20
1995,2024-03-17,C620,Richard Duncan,East,West Bengal,P005,Printer,Electronics,6,5597,33582,22875.73,10706.27,345,69,HP,10
1996,2024-06-27,C223,Jennifer Shepherd,South,Karnataka,P008,Router,Networking,9,7673,69057,60769.21,8287.79,301,42,TP-Link,0
1997,2024-11-13,C529,Tammy Green,South,Karnataka,P008,Router,Networking,1,42969,42969,28065.98,14903.02,242,43,TP-Link,0
1998,2024-02-21,C242,Brian Lopez,South,Karnataka,P009,SSD,Storage,7,40928,286496,246733.94,39762.06,331,19,Kingston,10
1999,2024-05-02,C366,Christine Nguyen,East,West Bengal,P005,Printer,Electronics,10,34833,348330,213997.05,134332.95,367,43,HP,20
2000,2024-04-28,C966,Raymond Diaz,East,West Bengal,P005,Printer,Electronics,4,50197,200788,129902.64,70885.36,290,79,HP,20
2001,2024-12-21,C559,Jamie Garza,East,West Bengal,P007,Tablet,Electronics,5,53323,266615,231165.03,35449.97,369,79,Lenovo,5
2002,2024-06-23,C333,Brandon Jackson,South,Karnataka,P003,Mouse,Accessories,7,44846,313922,221790.28,92131.72,484,25,Logitech,20
2003,2024-07-27,C297,Maria Adams,West,Gujarat,P007,Tablet,Electronics,4,31771,127084,84610.27,42473.73,321,48,Lenovo,15
2004,2024-06-04,C106,Debra Larsen,North,Delhi,P007,Tablet,Electronics,8,46275,370200,242603.5,127596.5,15,51,Lenovo,0
2005,2024-08-23,C447,Amanda Gordon,South,Karnataka,P009,SSD,Storage,6,25784,154704,128183.29,26520.71,270,93,Kingston,0
2006,2024-01-24,C125,Ryan Gallegos,North,Delhi,P003,Mouse,Accessories,9,59719,537471,338911.75,198559.25,181,71,Logitech,0
2007,2024-08-16,C528,James Brown,East,West Bengal,P006,Headphones,Accessories,3,48336,145008,90641.81,54366.19,486,50,Sony,0
2008,2024-10-04,C471,Mark Smith,South,Karnataka,P005,Printer,Electronics,3,4256,12768,8682.82,4085.18,299,58,HP,15
2009,2024-09-06,C131,Robert Sharp,East,West Bengal,P004,Monitor,Electronics,4,36121,144484,124595.97,19888.03,171,38,Samsung,20
2010,2024-09-22,C920,Amanda Garrett,West,Gujarat,P006,Headphones,Accessories,6,33533,201198,145105.76,56092.24,98,48,Sony,20
2011,2024-09-07,C595,William Myers,West,Gujarat,P002,Keyboard,Accessories,4,21367,85468,52434.37,33033.63,205,17,Logitech,0
2012,2024-02-29,C148,Jeff Valencia,North,Delhi,P008,Router,Networking,8,19552,156416,111647.93,44768.07,166,44,TP-Link,10
2013,2024-07-30,C338,Jason Conner,East,West Bengal,P010,Webcam,Accessories,3,5467,16401,10883.21,5517.79,31,53,Logitech,20
2014,2024-04-22,C155,Blake Guerra,West,Gujarat,P004,Monitor,Electronics,5,56278,281390,215780.57,65609.43,253,86,Samsung,20
2015,2024-06-28,C896,Mary Hamilton,West,Gujarat,P003,Mouse,Accessories,5,10854,54270,33970.07,20299.93,210,82,Logitech,15
2016,2024-12-13,C911,Valerie Harper,East,West Bengal,P001,Laptop,Electronics,9,24556,221004,149300.27,71703.73,209,55,Dell,0
2017,2024-04-16,C888,Mary Copeland,West,Gujarat,P008,Router,Networking,4,56790,227160,197388.61,29771.39,355,48,TP-Link,0
2018,2024-12-08,C694,Timothy Duran,South,Karnataka,P010,Webcam,Accessories,10,45172,451720,291753.15,159966.85,147,52,Logitech,5
2019,2024-02-05,C330,Dustin Garcia,North,Delhi,P008,Router,Networking,6,11902,71412,56203.48,15208.52,301,11,TP-Link,10
2020,2024-03-25,C612,David Thompson Jr.,East,West Bengal,P002,Keyboard,Accessories,5,50363,251815,173628.5,78186.5,322,53,Logitech,20
2021,2024-07-24,C187,Tanya Rivera,North,Delhi,P002,Keyboard,Accessories,10,8583,85830,65713.02,20116.98,197,64,Logitech,10
2022,2024-10-22,C984,Samantha Owens,East,West Bengal,P008,Router,Networking,1,47506,47506,38534.65,8971.35,261,54,TP-Link,10
2023,2024-06-30,C808,Todd Henderson,North,Delhi,P010,Webcam,Accessories,1,13448,13448,8962.9,4485.1,38,66,Logitech,0
2024,2024-05-10,C834,Katie Fox,South,Karnataka,P002,Keyboard,Accessories,8,19514,156112,140498.16,15613.84,481,53,Logitech,10
2025,2024-10-14,C592,Anthony Diaz,South,Karnataka,P009,SSD,Storage,2,31111,62222,50156.68,12065.32,419,92,Kingston,15
2026,2024-05-25,C590,Paul Li,West,Gujarat,P002,Keyboard,Accessories,2,58975,117950,100560.25,17389.75,77,34,Logitech,5
2027,2024-04-28,C174,Melanie Day,East,West Bengal,P003,Mouse,Accessories,2,19409,38818,24903.36,13914.64,400,21,Logitech,0
2028,2024-03-03,C972,Thomas Pittman,South,Karnataka,P006,Headphones,Accessories,1,41974,41974,28992.94,12981.06,338,68,Sony,10
2029,2024-10-04,C171,Alicia Martinez,West,Gujarat,P001,Laptop,Electronics,4,54961,219844,190394.28,29449.72,387,32,Dell,15
2030,2024-03-28,C864,George Martinez,West,Gujarat,P010,Webcam,Accessories,8,47095,376760,273332.93,103427.07,476,13,Logitech,10
2031,2024-09-08,C631,Victor Black,West,Gujarat,P003,Mouse,Accessories,8,40985,327880,244826.62,83053.38,475,86,Logitech,20
2032,2024-04-10,C366,Sharon Flynn,West,Gujarat,P007,Tablet,Electronics,2,59966,119932,98168.37,21763.63,137,38,Lenovo,15
2033,2024-07-10,C755,David Graves,East,West Bengal,P006,Headphones,Accessories,9,40448,364032,238374.2,125657.8,244,38,Sony,20
2034,2024-06-10,C868,Robin Henderson,East,West Bengal,P007,Tablet,Electronics,10,10215,102150,70625.1,31524.9,29,74,Lenovo,10
2035,2024-09-22,C925,Cynthia Allen,West,Gujarat,P004,Monitor,Electronics,10,4057,40570,31577.49,8992.51,247,73,Samsung,10
2036,2024-12-16,C460,James Wilkinson,North,Delhi,P009,SSD,Storage,2,20842,41684,34284.76,7399.24,303,15,Kingston,0
2037,2024-09-20,C414,Andrew Ramos,East,West Bengal,P002,Keyboard,Accessories,6,29341,176046,121757.44,54288.56,480,48,Logitech,20
2038,2024-05-09,C245,Abigail Miranda,North,Delhi,P010,Webcam,Accessories,6,17309,103854,92647.44,11206.56,18,53,Logitech,10
2039,2024-06-16,C408,Joseph Carson,South,Karnataka,P008,Router,Networking,9,41427,372843,260789.61,112053.39,364,70,TP-Link,20
2040,2024-04-03,C411,Scott Robinson,South,Karnataka,P005,Printer,Electronics,9,39329,353961,231018.67,122942.33,106,42,HP,5
2041,2024-06-15,C787,Ryan Singh,South,Karnataka,P007,Tablet,Electronics,7,24837,173859,141337.28,32521.72,235,25,Lenovo,0
2042,2024-01-01,C316,Nicholas White,West,Gujarat,P002,Keyboard,Accessories,1,22053,22053,17897.06,4155.94,72,86,Logitech,15
2043,2024-06-22,C398,Kelly Snyder,North,Delhi,P002,Keyboard,Accessories,9,32989,296901,254783.29,42117.71,30,35,Logitech,10
2044,2024-01-31,C998,Holly Fox,West,Gujarat,P002,Keyboard,Accessories,10,43314,433140,354379.18,78760.82,18,74,Logitech,0
2045,2024-06-30,C308,Lauren Gibson,North,Delhi,P002,Keyboard,Accessories,3,1863,5589,4967.42,621.58,313,70,Logitech,5
2046,2024-08-21,C484,Pamela Black,West,Gujarat,P009,SSD,Storage,4,12889,51556,39581.83,11974.17,342,37,Kingston,0
2047,2024-12-25,C930,Dale Castillo,South,Karnataka,P010,Webcam,Accessories,4,10744,42976,27229.93,15746.07,448,52,Logitech,5
2048,2024-08-14,C338,Andrew Patton,North,Delhi,P009,SSD,Storage,3,23494,70482,50313.75,20168.25,456,12,Kingston,5
2049,2024-09-27,C674,Kendra Allison,East,West Bengal,P009,SSD,Storage,8,35736,285888,202958.78,82929.22,399,32,Kingston,0
2050,2024-08-30,C126,Chad Fleming,East,West Bengal,P001,Laptop,Electronics,8,59050,472400,288145.93,184254.07,224,42,Dell,15
2051,2024-02-17,C267,Scott Mccarthy,East,West Bengal,P010,Webcam,Accessories,2,10164,20328,17899.64,2428.36,105,25,Logitech,15
2052,2024-05-05,C509,Wendy Friedman,East,West Bengal,P002,Keyboard,Accessories,1,25459,25459,22797.86,2661.14,69,100,Logitech,0
